country,date,total_vaccinations,people_vaccinated_only_1st_dose,people_fully_vaccinated,daily_vaccinations,daily_vaccinations_avgd,%_people_vaccinated,%_people_vaccinated_only_1st_dose,%_people_fully_vaccinated,vaccines
Colombia,2021-02-25,66157,66157,0,15633,8329,0.13,0.13,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-02-26,81333,81333,0,15176,8575,0.16,0.16,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-02-27,114042,114042,0,32709,11557,0.22,0.22,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-02-28,130578,130578,0,16536,12964,0.26,0.26,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-01,149133,149133,0,18555,14852,0.29,0.29,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-02,169619,169619,0,20486,17353,0.33,0.33,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-03,191480,191480,0,21861,20137,0.38,0.38,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-04,206475,206475,0,14995,20045,0.41,0.41,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-05,239851,239851,0,33376,22645,0.47,0.47,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-06,270411,270411,0,30560,22338,0.53,0.53,0.0,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-07,296240,270411,25829,25829,23666,0.58,0.53,0.04999999999999993,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-08,316079,270411,45668,19839,23849,0.62,0.53,0.08999999999999997,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-09,360635,270411,90224,44556,27288,0.71,0.53,0.17999999999999994,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-10,480250,270411,209839,119615,41253,0.94,0.53,0.4099999999999999,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-11,589208,580060,9148,108958,54676,1.16,1.14,0.020000000000000018,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-12,693490,670041,23449,104282,64806,1.36,1.32,0.040000000000000036,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-13,782301,749059,33242,88811,73127,1.54,1.47,0.07000000000000006,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-14,843204,803656,39548,60903,78138,1.66,1.58,0.07999999999999985,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-15,913961,868994,44967,70757,85412,1.8,1.71,0.09000000000000008,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-16,976137,928927,47210,62176,87929,1.92,1.83,0.08999999999999986,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-17,1024358,971240,53118,48221,77730,2.01,1.91,0.09999999999999987,"Pfizer/BioNTech, Sinovac"
Colombia,2021-03-18,1076496,1022604,53892,52138,69613,2.12,2.01,0.11000000000000032,"Pfizer/BioNTech, Sinovac"
Costa Rica,2020-12-24,55,55,0,55,0,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2020-12-25,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2020-12-26,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2020-12-27,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2020-12-28,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2020-12-29,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2020-12-30,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2020-12-31,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2021-01-01,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2021-01-02,55,55,0,0,240,0.0,0.0,0.0,Pfizer/BioNTech
Costa Rica,2021-01-03,2455,2455,0,2400,240,0.05,0.05,0.0,Pfizer/BioNTech
Costa Rica,2021-01-04,2455,2455,0,0,414,0.05,0.05,0.0,Pfizer/BioNTech
Costa Rica,2021-01-05,2455,2455,0,0,588,0.05,0.05,0.0,Pfizer/BioNTech
Costa Rica,2021-01-06,2455,2455,0,0,763,0.05,0.05,0.0,Pfizer/BioNTech
Costa Rica,2021-01-07,2455,2455,0,0,937,0.05,0.05,0.0,Pfizer/BioNTech
Costa Rica,2021-01-08,9751,9751,0,7296,1111,0.19,0.19,0.0,Pfizer/BioNTech
Costa Rica,2021-01-09,9751,9751,0,0,1385,0.19,0.19,0.0,Pfizer/BioNTech
Costa Rica,2021-01-10,9751,9751,0,0,1659,0.19,0.19,0.0,Pfizer/BioNTech
Costa Rica,2021-01-11,9751,9751,0,0,1759,0.19,0.19,0.0,Pfizer/BioNTech
Costa Rica,2021-01-12,9751,9751,0,0,1859,0.19,0.19,0.0,Pfizer/BioNTech
Costa Rica,2021-01-13,9751,9751,0,0,1959,0.19,0.19,0.0,Pfizer/BioNTech
Costa Rica,2021-01-14,9751,9751,0,0,2058,0.19,0.19,0.0,Pfizer/BioNTech
Costa Rica,2021-01-15,24859,24804,55,15108,2158,0.49,0.49,0.0,Pfizer/BioNTech
Costa Rica,2021-01-16,24859,24804,55,0,2066,0.49,0.49,0.0,Pfizer/BioNTech
Costa Rica,2021-01-17,24859,24804,55,0,1973,0.49,0.49,0.0,Pfizer/BioNTech
Costa Rica,2021-01-18,29389,29257,132,4530,1880,0.58,0.57,0.010000000000000009,Pfizer/BioNTech
Costa Rica,2021-01-19,29389,29257,132,0,1955,0.58,0.57,0.010000000000000009,Pfizer/BioNTech
Costa Rica,2021-01-20,29389,29257,132,0,2029,0.58,0.57,0.010000000000000009,Pfizer/BioNTech
Costa Rica,2021-01-21,29389,29257,132,0,2103,0.58,0.57,0.010000000000000009,Pfizer/BioNTech
Costa Rica,2021-01-22,29389,29257,132,0,2177,0.58,0.57,0.010000000000000009,Pfizer/BioNTech
Costa Rica,2021-01-23,29389,29257,132,0,2344,0.58,0.57,0.010000000000000009,Pfizer/BioNTech
Costa Rica,2021-01-24,29389,29257,132,0,2510,0.58,0.57,0.010000000000000009,Pfizer/BioNTech
Costa Rica,2021-01-25,48128,45707,2421,18739,2677,0.94,0.9,0.039999999999999925,Pfizer/BioNTech
Costa Rica,2021-01-26,48128,45707,2421,0,2490,0.94,0.9,0.039999999999999925,Pfizer/BioNTech
Costa Rica,2021-01-27,48128,45707,2421,0,2303,0.94,0.9,0.039999999999999925,Pfizer/BioNTech
Costa Rica,2021-01-28,48128,45707,2421,0,2116,0.94,0.9,0.039999999999999925,Pfizer/BioNTech
Costa Rica,2021-01-29,48128,45707,2421,0,1929,0.94,0.9,0.039999999999999925,Pfizer/BioNTech
Costa Rica,2021-01-30,48128,45707,2421,0,1742,0.94,0.9,0.039999999999999925,Pfizer/BioNTech
Costa Rica,2021-01-31,48128,45707,2421,0,1555,0.94,0.9,0.039999999999999925,Pfizer/BioNTech
Costa Rica,2021-02-01,57701,45863,11838,9573,1368,1.13,0.9,0.22999999999999987,Pfizer/BioNTech
Costa Rica,2021-02-02,57701,45863,11838,0,1528,1.13,0.9,0.22999999999999987,Pfizer/BioNTech
Costa Rica,2021-02-03,57701,45863,11838,0,1688,1.13,0.9,0.22999999999999987,Pfizer/BioNTech
Costa Rica,2021-02-04,57701,45863,11838,0,1848,1.13,0.9,0.22999999999999987,Pfizer/BioNTech
Costa Rica,2021-02-05,57701,45863,11838,0,2007,1.13,0.9,0.22999999999999987,Pfizer/BioNTech
Costa Rica,2021-02-06,57701,45863,11838,0,2167,1.13,0.9,0.22999999999999987,Pfizer/BioNTech
Costa Rica,2021-02-07,57701,45863,11838,0,2327,1.13,0.9,0.22999999999999987,Pfizer/BioNTech
Costa Rica,2021-02-08,75113,46750,28363,17412,2487,1.47,0.92,0.5499999999999999,Pfizer/BioNTech
Costa Rica,2021-02-09,75113,46750,28363,0,2578,1.47,0.92,0.5499999999999999,Pfizer/BioNTech
Costa Rica,2021-02-10,75113,46750,28363,0,2668,1.47,0.92,0.5499999999999999,Pfizer/BioNTech
Costa Rica,2021-02-11,75113,46750,28363,0,2758,1.47,0.92,0.5499999999999999,Pfizer/BioNTech
Costa Rica,2021-02-12,75113,46750,28363,0,2848,1.47,0.92,0.5499999999999999,Pfizer/BioNTech
Costa Rica,2021-02-13,75113,46750,28363,0,2939,1.47,0.92,0.5499999999999999,Pfizer/BioNTech
Costa Rica,2021-02-14,75113,46750,28363,0,3029,1.47,0.92,0.5499999999999999,Pfizer/BioNTech
Costa Rica,2021-02-15,96948,54395,42553,21835,3119,1.9,1.07,0.8299999999999998,Pfizer/BioNTech
Costa Rica,2021-02-16,96948,54395,42553,0,2760,1.9,1.07,0.8299999999999998,Pfizer/BioNTech
Costa Rica,2021-02-17,96948,54395,42553,0,2401,1.9,1.07,0.8299999999999998,Pfizer/BioNTech
Costa Rica,2021-02-18,96948,54395,42553,0,2042,1.9,1.07,0.8299999999999998,Pfizer/BioNTech
Costa Rica,2021-02-19,96948,54395,42553,0,1683,1.9,1.07,0.8299999999999998,Pfizer/BioNTech
Costa Rica,2021-02-20,96948,54395,42553,0,1323,1.9,1.07,0.8299999999999998,Pfizer/BioNTech
Costa Rica,2021-02-21,96948,54395,42553,0,964,1.9,1.07,0.8299999999999998,Pfizer/BioNTech
Costa Rica,2021-02-22,101183,57162,44021,4235,605,1.99,1.12,0.8699999999999999,Pfizer/BioNTech
Costa Rica,2021-02-23,101183,57162,44021,0,1511,1.99,1.12,0.8699999999999999,Pfizer/BioNTech
Costa Rica,2021-02-24,101183,57162,44021,0,2417,1.99,1.12,0.8699999999999999,Pfizer/BioNTech
Costa Rica,2021-02-25,101183,57162,44021,0,3323,1.99,1.12,0.8699999999999999,Pfizer/BioNTech
Costa Rica,2021-02-26,101183,57162,44021,0,4229,1.99,1.12,0.8699999999999999,Pfizer/BioNTech
Costa Rica,2021-02-27,101183,57162,44021,0,5135,1.99,1.12,0.8699999999999999,Pfizer/BioNTech
Costa Rica,2021-02-28,101183,57162,44021,0,6041,1.99,1.12,0.8699999999999999,Pfizer/BioNTech
Costa Rica,2021-03-01,149812,103695,46117,48629,6947,2.94,2.04,0.8999999999999999,Pfizer/BioNTech
Costa Rica,2021-03-02,149812,103695,46117,0,7072,2.94,2.04,0.8999999999999999,Pfizer/BioNTech
Costa Rica,2021-03-03,149812,103695,46117,0,7198,2.94,2.04,0.8999999999999999,Pfizer/BioNTech
Costa Rica,2021-03-04,149812,103695,46117,0,7323,2.94,2.04,0.8999999999999999,Pfizer/BioNTech
Costa Rica,2021-03-05,149812,103695,46117,0,7449,2.94,2.04,0.8999999999999999,Pfizer/BioNTech
Costa Rica,2021-03-06,149812,103695,46117,0,7574,2.94,2.04,0.8999999999999999,Pfizer/BioNTech
Costa Rica,2021-03-07,149812,103695,46117,0,7699,2.94,2.04,0.8999999999999999,Pfizer/BioNTech
Costa Rica,2021-03-08,204586,151841,52745,54774,7825,4.02,2.98,1.0399999999999996,Pfizer/BioNTech
Costa Rica,2021-03-09,204586,151841,52745,0,8033,4.02,2.98,1.0399999999999996,Pfizer/BioNTech
Costa Rica,2021-03-10,204586,151841,52745,0,8242,4.02,2.98,1.0399999999999996,Pfizer/BioNTech
Costa Rica,2021-03-11,204586,151841,52745,0,8450,4.02,2.98,1.0399999999999996,Pfizer/BioNTech
Costa Rica,2021-03-12,241724,187826,53898,37138,8659,4.75,3.69,1.06,Pfizer/BioNTech
Costa Rica,2021-03-13,241724,187826,53898,0,7844,4.75,3.69,1.06,Pfizer/BioNTech
Costa Rica,2021-03-14,241724,187826,53898,0,7029,4.75,3.69,1.06,Pfizer/BioNTech
Costa Rica,2021-03-15,248082,190088,57994,6358,6214,4.87,3.73,1.1400000000000001,Pfizer/BioNTech
Cote d'Ivoire,2021-03-01,0,0,0,0,0,0.0,0.0,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-02,0,0,0,0,412,0.0,0.0,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-03,0,0,0,0,412,0.0,0.0,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-04,0,0,0,0,412,0.0,0.0,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-05,0,0,0,0,412,0.0,0.0,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-06,2058,2058,0,2058,412,0.01,0.01,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-07,2058,2058,0,0,415,0.01,0.01,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-08,2924,2924,0,866,418,0.01,0.01,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-09,4363,4363,0,1439,564,0.02,0.02,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-10,8802,8802,0,4439,1140,0.03,0.03,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-11,8802,8802,0,0,1300,0.03,0.03,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-12,8802,8802,0,0,1460,0.03,0.03,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-13,8802,8802,0,0,1621,0.03,0.03,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-14,14937,14937,0,6135,1778,0.06,0.06,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-15,15181,15181,0,244,1751,0.06,0.06,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-16,17448,17448,0,2267,1869,0.07,0.07,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-17,19113,19113,0,1665,1473,0.07,0.07,0.0,Oxford/AstraZeneca
Cote d'Ivoire,2021-03-18,20766,20766,0,1653,1490,0.08,0.08,0.0,Oxford/AstraZeneca
Croatia,2020-12-30,7864,7864,0,7864,0,0.19,0.19,0.0,Pfizer/BioNTech
Croatia,2020-12-31,7864,7864,0,0,1105,0.19,0.19,0.0,Pfizer/BioNTech
Croatia,2021-01-01,7864,7864,0,0,1105,0.19,0.19,0.0,Pfizer/BioNTech
Croatia,2021-01-02,7864,7864,0,0,1105,0.19,0.19,0.0,Pfizer/BioNTech
Croatia,2021-01-03,12285,12285,0,4421,1105,0.3,0.3,0.0,Pfizer/BioNTech
Croatia,2021-01-04,12285,12285,0,0,1036,0.3,0.3,0.0,Pfizer/BioNTech
Croatia,2021-01-05,13798,13798,0,1513,989,0.34,0.34,0.0,Pfizer/BioNTech
Croatia,2021-01-06,13798,13798,0,0,1334,0.34,0.34,0.0,Pfizer/BioNTech
Croatia,2021-01-07,20603,20603,0,6805,1662,0.5,0.5,0.0,Pfizer/BioNTech
Croatia,2021-01-08,24985,24985,0,4382,2130,0.61,0.61,0.0,Pfizer/BioNTech
Croatia,2021-01-09,30000,30000,0,5015,2689,0.73,0.73,0.0,Pfizer/BioNTech
Croatia,2021-01-10,30000,30000,0,0,2693,0.73,0.73,0.0,Pfizer/BioNTech
Croatia,2021-01-11,30000,30000,0,0,2748,0.73,0.73,0.0,Pfizer/BioNTech
Croatia,2021-01-12,30000,30000,0,0,2802,0.73,0.73,0.0,Pfizer/BioNTech
Croatia,2021-01-13,34553,34553,0,4553,2479,0.84,0.84,0.0,Pfizer/BioNTech
Croatia,2021-01-14,38000,38000,0,3447,2485,0.93,0.93,0.0,Pfizer/BioNTech
Croatia,2021-01-15,41532,41532,0,3532,2364,1.01,1.01,0.0,Pfizer/BioNTech
Croatia,2021-01-16,45906,45906,0,4374,2272,1.12,1.12,0.0,Pfizer/BioNTech
Croatia,2021-01-17,45906,45906,0,0,2510,1.12,1.12,0.0,Pfizer/BioNTech
Croatia,2021-01-18,45906,45906,0,0,2747,1.12,1.12,0.0,Pfizer/BioNTech
Croatia,2021-01-19,54304,54304,0,8398,2984,1.32,1.32,0.0,Pfizer/BioNTech
Croatia,2021-01-20,54304,54304,0,0,3329,1.32,1.32,0.0,Pfizer/BioNTech
Croatia,2021-01-21,54304,54304,0,0,3343,1.32,1.32,0.0,Pfizer/BioNTech
Croatia,2021-01-22,64951,54304,10647,10647,3346,1.58,1.32,0.26,Pfizer/BioNTech
Croatia,2021-01-23,64951,54304,10647,0,2960,1.58,1.32,0.26,Pfizer/BioNTech
Croatia,2021-01-24,64951,54304,10647,0,2800,1.58,1.32,0.26,Pfizer/BioNTech
Croatia,2021-01-25,69984,58077,11907,5033,2640,1.7,1.41,0.29000000000000004,Pfizer/BioNTech
Croatia,2021-01-26,69984,58077,11907,0,2598,1.7,1.41,0.29000000000000004,Pfizer/BioNTech
Croatia,2021-01-27,69984,58077,11907,0,2448,1.7,1.41,0.29000000000000004,Pfizer/BioNTech
Croatia,2021-01-28,69984,58077,11907,0,2299,1.7,1.41,0.29000000000000004,Pfizer/BioNTech
Croatia,2021-01-29,80000,58077,21923,10016,2150,1.95,1.41,0.54,Pfizer/BioNTech
Croatia,2021-01-30,80000,58077,21923,0,2097,1.95,1.41,0.54,Pfizer/BioNTech
Croatia,2021-01-31,80000,58077,21923,0,2045,1.95,1.41,0.54,Pfizer/BioNTech
Croatia,2021-02-01,83928,58829,25099,3928,1992,2.04,1.43,0.6100000000000001,Pfizer/BioNTech
Croatia,2021-02-02,83928,58829,25099,0,1920,2.04,1.43,0.6100000000000001,Pfizer/BioNTech
Croatia,2021-02-03,87929,59064,28865,4001,1848,2.14,1.44,0.7000000000000002,Pfizer/BioNTech
Croatia,2021-02-04,95505,59593,35912,7576,2573,2.33,1.45,0.8800000000000001,Pfizer/BioNTech
Croatia,2021-02-05,95505,59593,35912,0,2406,2.33,1.45,0.8800000000000001,Pfizer/BioNTech
Croatia,2021-02-06,95505,59593,35912,0,2411,2.33,1.45,0.8800000000000001,Pfizer/BioNTech
Croatia,2021-02-07,95505,59593,35912,0,2415,2.33,1.45,0.8800000000000001,Pfizer/BioNTech
Croatia,2021-02-08,95505,59593,35912,0,2420,2.33,1.45,0.8800000000000001,Pfizer/BioNTech
Croatia,2021-02-09,102207,61241,40966,6702,2326,2.49,1.49,1.0000000000000002,Pfizer/BioNTech
Croatia,2021-02-10,102207,61241,40966,0,2794,2.49,1.49,1.0000000000000002,Pfizer/BioNTech
Croatia,2021-02-11,112774,64775,47999,10567,2467,2.75,1.58,1.17,Pfizer/BioNTech
Croatia,2021-02-12,112774,64775,47999,0,2555,2.75,1.58,1.17,Pfizer/BioNTech
Croatia,2021-02-13,112774,64775,47999,0,2643,2.75,1.58,1.17,Pfizer/BioNTech
Croatia,2021-02-14,112774,64775,47999,0,2731,2.75,1.58,1.17,Pfizer/BioNTech
Croatia,2021-02-15,120603,67825,52778,7829,2819,2.94,1.65,1.29,Pfizer/BioNTech
Croatia,2021-02-16,120603,67825,52778,0,3657,2.94,1.65,1.29,Pfizer/BioNTech
Croatia,2021-02-17,120603,67825,52778,0,3932,2.94,1.65,1.29,Pfizer/BioNTech
Croatia,2021-02-18,142222,87169,55053,21619,4207,3.46,2.12,1.3399999999999999,Pfizer/BioNTech
Croatia,2021-02-19,142222,87169,55053,0,4782,3.46,2.12,1.3399999999999999,Pfizer/BioNTech
Croatia,2021-02-20,142222,87169,55053,0,5356,3.46,2.12,1.3399999999999999,Pfizer/BioNTech
Croatia,2021-02-21,142222,87169,55053,0,5931,3.46,2.12,1.3399999999999999,Pfizer/BioNTech
Croatia,2021-02-22,166146,108311,57835,23924,6506,4.05,2.64,1.4099999999999997,Pfizer/BioNTech
Croatia,2021-02-23,166146,108311,57835,0,6757,4.05,2.64,1.4099999999999997,Pfizer/BioNTech
Croatia,2021-02-24,184076,125771,58305,17930,7009,4.48,3.06,1.4200000000000004,Pfizer/BioNTech
Croatia,2021-02-25,194267,135756,58511,10191,7435,4.73,3.31,1.4200000000000004,Pfizer/BioNTech
Croatia,2021-02-26,194267,135756,58511,0,7252,4.73,3.31,1.4200000000000004,Pfizer/BioNTech
Croatia,2021-02-27,194267,135756,58511,0,7069,4.73,3.31,1.4200000000000004,Pfizer/BioNTech
Croatia,2021-02-28,194267,135756,58511,0,6886,4.73,3.31,1.4200000000000004,Pfizer/BioNTech
Croatia,2021-03-01,213068,153085,59983,18801,6703,5.19,3.73,1.4600000000000004,Pfizer/BioNTech
Croatia,2021-03-02,213068,153085,59983,0,6800,5.19,3.73,1.4600000000000004,Pfizer/BioNTech
Croatia,2021-03-03,213068,153085,59983,0,6897,5.19,3.73,1.4600000000000004,Pfizer/BioNTech
Croatia,2021-03-04,242000,182000,60000,28932,6819,5.89,4.43,1.46,Pfizer/BioNTech
Croatia,2021-03-05,242000,182000,60000,0,6977,5.89,4.43,1.46,Pfizer/BioNTech
Croatia,2021-03-06,242000,182000,60000,0,7135,5.89,4.43,1.46,Pfizer/BioNTech
Croatia,2021-03-07,242000,182000,60000,0,7293,5.89,4.43,1.46,Pfizer/BioNTech
Croatia,2021-03-08,265223,202167,63056,23223,7451,6.46,4.92,1.54,Pfizer/BioNTech
Croatia,2021-03-09,265223,202167,63056,0,7349,6.46,4.92,1.54,Pfizer/BioNTech
Croatia,2021-03-10,265223,202167,63056,0,7248,6.46,4.92,1.54,Pfizer/BioNTech
Croatia,2021-03-11,265223,202167,63056,0,7146,6.46,4.92,1.54,Pfizer/BioNTech
Croatia,2021-03-12,300956,233423,67533,35733,7593,7.33,5.69,1.6399999999999997,Pfizer/BioNTech
Croatia,2021-03-13,300956,233423,67533,0,8072,7.33,5.69,1.6399999999999997,Pfizer/BioNTech
Croatia,2021-03-14,300956,233423,67533,0,8551,7.33,5.69,1.6399999999999997,Pfizer/BioNTech
Croatia,2021-03-15,300956,233423,67533,0,9031,7.33,5.69,1.6399999999999997,Pfizer/BioNTech
Croatia,2021-03-16,300956,233423,67533,0,9063,7.33,5.69,1.6399999999999997,Pfizer/BioNTech
Croatia,2021-03-17,300956,233423,67533,0,9096,7.33,5.69,1.6399999999999997,Pfizer/BioNTech
Croatia,2021-03-18,300956,233423,67533,0,9128,7.33,5.69,1.6399999999999997,Pfizer/BioNTech
Croatia,2021-03-19,365082,280622,84460,64126,9161,8.89,6.84,2.0500000000000007,Pfizer/BioNTech
Cyprus,2021-01-06,3901,3901,0,3901,0,0.45,0.45,0.0,Pfizer/BioNTech
Cyprus,2021-01-07,3901,3901,0,0,534,0.45,0.45,0.0,Pfizer/BioNTech
Cyprus,2021-01-08,3901,3901,0,0,534,0.45,0.45,0.0,Pfizer/BioNTech
Cyprus,2021-01-09,3901,3901,0,0,534,0.45,0.45,0.0,Pfizer/BioNTech
Cyprus,2021-01-10,6035,6035,0,2134,534,0.69,0.69,0.0,Pfizer/BioNTech
Cyprus,2021-01-11,6035,6035,0,0,566,0.69,0.69,0.0,Pfizer/BioNTech
Cyprus,2021-01-12,6035,6035,0,0,588,0.69,0.69,0.0,Pfizer/BioNTech
Cyprus,2021-01-13,6035,6035,0,0,604,0.69,0.69,0.0,Pfizer/BioNTech
Cyprus,2021-01-14,6035,6035,0,0,628,0.69,0.69,0.0,Pfizer/BioNTech
Cyprus,2021-01-15,6035,6035,0,0,651,0.69,0.69,0.0,Pfizer/BioNTech
Cyprus,2021-01-16,10226,10226,0,4191,675,1.17,1.17,0.0,Pfizer/BioNTech
Cyprus,2021-01-17,10226,10226,0,0,752,1.17,1.17,0.0,Pfizer/BioNTech
Cyprus,2021-01-18,10226,10226,0,0,806,1.17,1.17,0.0,Pfizer/BioNTech
Cyprus,2021-01-19,10226,10226,0,0,859,1.17,1.17,0.0,Pfizer/BioNTech
Cyprus,2021-01-20,10226,10226,0,0,913,1.17,1.17,0.0,Pfizer/BioNTech
Cyprus,2021-01-21,10226,10226,0,0,966,1.17,1.17,0.0,Pfizer/BioNTech
Cyprus,2021-01-22,10226,10226,0,0,1020,1.17,1.17,0.0,Pfizer/BioNTech
Cyprus,2021-01-23,17739,15322,2417,7513,1073,2.03,1.75,0.2799999999999998,Pfizer/BioNTech
Cyprus,2021-01-24,17739,15322,2417,0,1079,2.03,1.75,0.2799999999999998,Pfizer/BioNTech
Cyprus,2021-01-25,17739,15322,2417,0,1084,2.03,1.75,0.2799999999999998,Pfizer/BioNTech
Cyprus,2021-01-26,17739,15322,2417,0,1090,2.03,1.75,0.2799999999999998,Pfizer/BioNTech
Cyprus,2021-01-27,17739,15322,2417,0,1095,2.03,1.75,0.2799999999999998,Pfizer/BioNTech
Cyprus,2021-01-28,17739,15322,2417,0,1101,2.03,1.75,0.2799999999999998,Pfizer/BioNTech
Cyprus,2021-01-29,17739,15322,2417,0,1106,2.03,1.75,0.2799999999999998,Pfizer/BioNTech
Cyprus,2021-01-30,25519,19618,5901,7780,1111,2.91,2.24,0.6699999999999999,Pfizer/BioNTech
Cyprus,2021-01-31,25519,19618,5901,0,1102,2.91,2.24,0.6699999999999999,Pfizer/BioNTech
Cyprus,2021-02-01,25519,19618,5901,0,1093,2.91,2.24,0.6699999999999999,Pfizer/BioNTech
Cyprus,2021-02-02,25519,19618,5901,0,1083,2.91,2.24,0.6699999999999999,Pfizer/BioNTech
Cyprus,2021-02-03,25519,19618,5901,0,1074,2.91,2.24,0.6699999999999999,Pfizer/BioNTech
Cyprus,2021-02-04,25519,19618,5901,0,1064,2.91,2.24,0.6699999999999999,Pfizer/BioNTech
Cyprus,2021-02-05,25519,19618,5901,0,1055,2.91,2.24,0.6699999999999999,Pfizer/BioNTech
Cyprus,2021-02-06,32837,22813,10024,7318,1045,3.75,2.6,1.15,Pfizer/BioNTech
Cyprus,2021-02-07,32837,22813,10024,0,1133,3.75,2.6,1.15,Pfizer/BioNTech
Cyprus,2021-02-08,32837,22813,10024,0,1220,3.75,2.6,1.15,Pfizer/BioNTech
Cyprus,2021-02-09,32837,22813,10024,0,1307,3.75,2.6,1.15,Pfizer/BioNTech
Cyprus,2021-02-10,32837,22813,10024,0,1394,3.75,2.6,1.15,Pfizer/BioNTech
Cyprus,2021-02-11,32837,22813,10024,0,1482,3.75,2.6,1.15,Pfizer/BioNTech
Cyprus,2021-02-12,32837,22813,10024,0,1569,3.75,2.6,1.15,Pfizer/BioNTech
Cyprus,2021-02-13,44429,29592,14837,11592,1656,5.07,3.38,1.6900000000000004,Pfizer/BioNTech
Cyprus,2021-02-14,44429,29592,14837,0,1672,5.07,3.38,1.6900000000000004,Pfizer/BioNTech
Cyprus,2021-02-15,44429,29592,14837,0,1687,5.07,3.38,1.6900000000000004,Pfizer/BioNTech
Cyprus,2021-02-16,44429,29592,14837,0,1703,5.07,3.38,1.6900000000000004,Pfizer/BioNTech
Cyprus,2021-02-17,44429,29592,14837,0,1719,5.07,3.38,1.6900000000000004,Pfizer/BioNTech
Cyprus,2021-02-18,44429,29592,14837,0,1735,5.07,3.38,1.6900000000000004,Pfizer/BioNTech
Cyprus,2021-02-19,44429,29592,14837,0,1750,5.07,3.38,1.6900000000000004,Pfizer/BioNTech
Cyprus,2021-02-20,56791,37570,19221,12362,1766,6.48,4.29,2.1900000000000004,Pfizer/BioNTech
Cyprus,2021-02-21,56791,37570,19221,0,1884,6.48,4.29,2.1900000000000004,Pfizer/BioNTech
Cyprus,2021-02-22,56791,37570,19221,0,2002,6.48,4.29,2.1900000000000004,Pfizer/BioNTech
Cyprus,2021-02-23,64562,44239,20323,7771,2119,7.37,5.05,2.3200000000000003,Pfizer/BioNTech
Cyprus,2021-02-24,64562,44239,20323,0,2420,7.37,5.05,2.3200000000000003,Pfizer/BioNTech
Cyprus,2021-02-25,64562,44239,20323,0,2721,7.37,5.05,2.3200000000000003,Pfizer/BioNTech
Cyprus,2021-02-26,76176,53617,22559,11614,3022,8.7,6.12,2.579999999999999,Pfizer/BioNTech
Cyprus,2021-02-27,76176,53617,22559,0,3136,8.7,6.12,2.579999999999999,Pfizer/BioNTech
Cyprus,2021-02-28,76176,53617,22559,0,3133,8.7,6.12,2.579999999999999,Pfizer/BioNTech
